claim,truth,pred,raw
Wells Fargo and Chase are invested in the Dakota A,True,False,"False

While it"
Coca-Cola is an effective contraceptive.,False,False,False
"New Ebola case in Congo, days before outbreak’s ex",True,False,"False

Explan"
“President Trump has banned welfare for illegal im,False,False,"False

President"
Quick brain scan could screen for autism,False,False,"False

While brain"
Yoga and Stretching Equally Effective for Back Pai,False,Unsure,The claim that yoga and
"Ben Carson Says he ""didn’t have an involvement wit",False,True,True
"The city of Lake Worth Beach, Florida cut power an",False,False,"False

According"
US regulators OK updated version of decades-old an,True,True,True. It is possible
New Therapy for Enlarged Prostate May Bypass Unple,False,True,True. It is possible
"Hate daylight saving time? You may have a point, r",True,True,True. There is evidence
Novartis's new treatment for hives outperforms Xol,True,Unsure,I am not a medical
"Although Georgia Gov. Brian Kemp ""opened"" the stat",True,True,True
O’Rourke offers blue vision for red Texas during N,True,False,"False

The claim"
Sid Miller Says a poll showed 70 percent to 75 per,False,Unsure,I am not a fact
Cannabis Derivative Cannabidiol Reduces Seizures i,True,True,True
Test may help predict colon cancer recurrence risk,True,True,True
Indonesian doctor's death exposes heartbreaking ri,True,Unsure,The claim as stated is
"A three-cents-per-ounce soda tax in Philadelphia """,False,False,"False

The claim"
FDA approves new drug that prevents migraines with,False,False,"False

As of"
Thailand closes more public facilities as coronavi,True,False,"False

The claim"
Current expenditures could likely cover the estima,True,False,"False

The claim"
Compound May Fight Hard-to-Treat Lung Cancer,False,Unsure,"The claim ""Compound"
Chicago receives $6.7M to help people living with ,True,False,"False

The claim"
Small increases in physical activity reduce immobi,False,True,True
Kentucky reports 4 adults have died of the flu thi,True,Unsure,I'm unable to
Stop-Smoking Drug May Also Curb Problem Drinking,False,True,"True

Some studies"
Minnesota bets fiscal future on osteopathic medica,True,False,"False

There is"
 A woman became pregnant from being struck by a bu,False,False,False
"In testing for allergies, a single shot may suffic",False,False,"False

In aller"
Event 201 “gave out stuffed souvenir coronavirus t,False,False,False
Health officials have seen a surge in the number o,False,True,"True

This claim"
"GENE THERAPY MIGHT BE THE BEST, AND PERHAPS ONLY, ",False,False,"False

While gene"
Drinking one diet drink a day triples a person's r,False,False,"False

The current"
"John O'Bannon Says ""some Planned Parenthood chapte",False,False,"False

Planned"
"Miscellany Blue Says a ""lawmaker seeks to defund P",True,False,"False

The claim"
Dry needling offers alternative to cortisone injec,False,True,"True

Dry"
Aveo Oncology to end breast cancer study due to lo,True,False,"False

Explan"
"Hillary Clinton Says she ""called for addressing ri",True,True,True. Hillary Clinton did
North Carolina fair bans mist fans as health measu,True,False,False
"For a full-body workout, drumming is the novelty t",True,False,"False

While drum"
A daily regimen of ingesting gin-soaked raisins wi,False,False,False
"The GOP health bill ""would once again allow being ",False,False,"False

The G"
Within the three miles surrounding the University ,True,False,"False

According"
"“The flu killed 80,000 people in the U.S. last yea",False,False,"False

According"
Therapy animals are everywhere. Proof that they he,True,False,"False

There is"
"In the aftermath of two mass shootings, President ",False,False,"False

The claim"
I just want to assure [you] we're not talking abou,False,Unsure,"The claim ""I just"
Trio wins chemistry Nobel for work on antibody dru,True,False,"False

The"
UCB urges stronger warning on cough medicine.,True,Unsure,I am not a real
"Oregon Health Authority Says that in 2007, ""Oregon",False,True,True
"Alissa Keny-Guyer Says ""in Oregon only 41 percent ",True,False,"False

The claim"
Receiving a clot-buster drug before reaching the h,False,True,True. The clot
"Utah home-birth rate is double the US average, rep",True,False,False
California rejects unique intersex surgery ban for,True,False,"False

The claim"
"Nobel for quantum ""parlour trick"" that could make ",True,False,"False

The Nob"
Princeton revising polices over mental health disa,True,True,True. It is possible
"Clout-chasing teenagers are participating in the """,False,False,False
According to (Barack) Obama’s newest unconstitutio,False,False,False. There is no
Mike Coffman Says state Sen. Morgan Carroll's vote,False,False,"False

The claim"
Polysorbate 80 and 20 are in vaccines and cause ca,False,False,"False

Polys"
It can survive for 6-12 hours on fabric and will b,False,True,True. The claim is
Baby illness can be scanned in mother's blood: stu,True,False,False. While it is
"Sen. Harry Reid voted ""against declaring English o",True,True,True. Sen. Harry
"Women ""are still paid 82 cents for every dollar a ",True,False,"False

According"
"Facebook post Says Anthony Fauci, Bill Gates, Geor",False,False,False
NJ targets pollution in poorer areas with 6 lawsui,True,Unsure,I am not a fact
Studies have demonstrated that cooking with alumin,False,True,"True

While the"
"Philippines to cull 200,000 fowl after bird flu ou",True,False,"False

The claim"
Drug for refractory psoriatic arthritis shows prom,True,True,True
Lawmakers ready for ‘fast and furious’ session.,True,False,"False. The phrase """
France struggling to curb rate of coronavirus pand,True,True,True or False cannot be
Zambia says new cases dropping in deadly cholera o,True,True,True (if referring to
Aid groups descend on Indonesia quake zone; deaths,True,Unsure,"The claim ""Aid"
Dominican hospital under scrutiny after 14 newborn,True,True,"True, but the specific"
"The typical Wisconsin worker makes $5,000 less eac",True,False,"False

The claim"
Apple has reopened all 42 China stores.,True,False,"False

As of"
"Turkey will hire more medics, stop exporting face ",True,Unsure,I am not a real
"Business associates of"" William Browder ""sent a hu",False,False,"False

The claim"
Rick Perry Says President Barack Obama’s overturni,False,False,"False

The Mexico"
You can absolutely get a gun if you have several f,False,False,"False

In the"
"A driver in Las Vegas shouted ""Allahu Akbar"" as sh",False,False,"False

The claim"
"Global spa, wellness industry estimated at $3.4 tr",True,True,True. According to the
U.S. Immigration and Customs Enforcement (ICE) is ,False,False,"False

The claim"
"US experts reviewing low-carb, other diets for gui",True,True,True. The US Diet
Missouri physicians warn against bug-borne disease,True,True,True. It is possible
United States health care facilities face an intra,True,False,"False

The claim"
"Wisconsin bill ""grants drug companies and medical ",True,False,"False

There is"
"I’ll Take a Sperm Test, to Go: First at-Home Male-",False,True,"True

There have"
Nursing home with most virus deaths fined $10K a d,True,False,"False

The claim"
Zinc may ward off viruses but there are dangers,False,True,True. Zinc has
"The Cutting Edge: Robotic Surgery, Today!",False,Unsure,"The claim ""The Cut"
Researchers identify CTE biomarker that may lead t,True,True,"True

In"
" The Village of Deerfield, Illinois, has approved ",True,True,True
“Only 6% of the people actually died from COVID.” ,False,False,False
Facebook post Says a warning label on a box of dis,False,False,False
"Whales live as long at SeaWorld"" as they do in the",False,False,False
Provenge vaccine prolongs life in prostate cancer ,False,True,"True

Proven"
New Blood Test May Rule Out Heart Attacks More Qui,False,True,"True

There have"
Spanking kids can cause long-term harm: Canada stu,True,True,True. The claim is
Medicating Children With ADHD Keeps Them Safer,False,False,"False

Medicating"
"“On February 7, the WHO warned about the limited s",True,False,"False

The claim"
Bats are pictured on the reverse of a U.S. quarter,False,False,False. The U.
Study: Fatty acids can help ease PMS symptoms,False,True,"True

Multiple studies"
NFL suspends Patriots’ Gordon for substance abuse ,True,True,"True

The claim"
Broccoli May Slow or Reverse Some Atherosclerosis,False,True,"True

Studies"
New adult behavioral health unit opens in northern,True,True,True
California lawmakers want to repeal HIV criminaliz,True,True,True. As of
More (people) die from indoor air pollution than f,True,True,"True

According"
The Centers for Disease Control and Prevention is ,False,False,False. The Centers
U.S. President Donald Trump referred to the new co,False,True,True. On February
Disability rights advocates sue Montana over Medic,True,True,"True

In"
Singer and actress Demi Lovato passed away in Augu,False,False,False
Genes offer predictions on leukemia,False,True,"True

Genes"
NEW VACCINE COULD STOP HEROIN ABUSE BY BLOCKING HI,False,False,"False

As of"
"Foster care, mental health, guns on DeWine’s 2020 ",True,Unsure,The claim as stated is
11-year-old shares her story battling cancer with ,True,True,True
"Weight Loss Really Can Reverse Diabetes, New Study",False,Unsure,"The claim ""Weight Loss"
Peru's giant jungle fish hooks conscientious gourm,True,False,"False

The claim"
The Swedish parliament rejected seven proposals in,False,False,"False

The Swedish"
Gastric Balloon in a Pill Helps Patients Lose Weig,False,False,"False

As of"
"Somali Muslim refugees ""took over"" the small town ",False,False,"False

There is"
"Crossroads GPS Says Joe Sestak ""voted to gut Medic",False,False,"False

The claim"
UK faces new legal action over air quality.,True,True,"True

The claim"
The senate voted 51-48 to repeal the Affordable Ca,False,False,"False

The Senate"
"Colonoscopies Miss Many Cancers, Study Finds",True,False,"False

The claim"
UK authorities release confiscated cannabis after ,True,False,"False

There is"
U.S. President Donald Trump cut funding for the Ce,False,False,"False

The claim"
Probe into fatal Australia bushfire plane crash co,True,True,True
Heart Device Cuts Death Rate,True,Unsure,"The claim ""Heart"
Nicotine Replacement Treatments May Not Work Long-,True,True,"True

While nic"
Health officials report third vaping-related death,True,False,"False

As of"
"Liberals"" want to change the name of Cracker Barre",False,False,False
Development of a wearable medical device for type ,False,True,"True

There have"
Massachusetts Senate to debate prescription drug p,True,True,True. The claim is
"A video shows a sick, possibly starving polar bear",True,True,The claim is True.
"Inspired by Greta Thunberg, worldwide protest dema",True,True,True
Lava gushes from volcano near Manila; tens of thou,True,False,"False

The capital"
Group launches plan to improve behavioral care acc,True,True,True
There's no scientific conclusion that (being gay) ,True,False,"False

There have"
"In 2010 alone, 1,270 infants were reported to have",False,False,"False

The claim"
Shire Announces Positive Results of SHP465 Safety ,False,False,"False

Explan"
"Americans pay 25 percent of their pay for ""employe",False,False,"False

The claim"
India allows limited exports of anti-malaria drug ,True,Unsure,I am not equipped to
“if your child gets this virus their going to hosp,False,False,False. This claim is
"Italy has concluded Covid-19 is not a virus, and p",False,False,False
"Rick Perry Says he ""got lobbied"" by a woman with l",False,True,True (with some context
Report: 20-somethings can go 2 years between Paps,True,False,"False

According"
Greece quarantines second migrant camp after COVID,True,True,True
US patent number CA2741523 is for swine flu.,False,False,False. The patent CA
Starving prostate cancer with what you eat for din,False,False,"False

It is"
"Cracking the mysteries of the elusive, majestic wh",True,True,"True. The term """
Bill McCollum holds the same position on (embryoni,True,False,False. Bill McColl
"After prohibition ended, police deaths didn't reac",False,False,"False

The claim"
A photograph shows Dr. Anthony Fauci at a baseball,True,False,False
First test of anti-epilepsy surgeries in children ,True,True,"True

The first"
Texas IDs cancer cluster in polluted Houston neigh,True,True,"True

There have"
"Love bugs"" are the result of a genetic experiment ",False,False,False
Canada faces 'critical week' in coronavirus crisis,True,Unsure,To provide an accurate response
An amendment inserted by lawmakers into the state ,True,False,False
Shots for food workers urged in 2 West Virginia co,True,True,"True

Explan"
A shocking 20 veterans are committing suicide each,False,False,"False

The claim"
Georgia shelter quarantines dog area for parvoviru,True,True,True
Stephen Hawking's thesis and wheelchair sell for $,True,False,False
Arkansas Colleges of Health Education celebrates 5,True,False,False. As of the
"Recipe winners dine on brussels sprouts, smoothies",True,False,False
Death is listed as a side effect of the MMR vaccin,False,False,False
According to an unnamed critical care physician wo,False,False,"False

The claim"
Jury clears J&J of liability in California talc ca,True,True,True (as of July
Mozambique to start cholera vaccinations next week,True,Unsure,I am not a real
"No vaping ban U-turn, says Indian official, as pro",True,Unsure,I am not a news
 Several emails circulating about the Obama admini,False,True,"True

The Aff"
Technology helps China brace for population growth,True,True,"True

Explan"
Ron Johnson said specifically that he hopes the fi,False,False,False. Senator Ron Johnson
The University of Louisville Hospital confirmed th,False,False,"False

The University"
As the United States government tried to negotiate,True,True,True
Pfizer pulls Lipitor ads with heart expert Jarvik.,True,Unsure,I am not a real
"The web site Genpets.com sells mass-produced, bioe",False,False,False. As of the
New Drug for Severe Eczema Is Successful in 2 New ,False,Unsure,To provide an accurate response
Cleveland Browns running back Isaiah Crowell once ,True,False,"False

Isa"
U.S. men less likely to heed health warnings as co,True,True,True (based on the
Washington state deals blow to plan for coal expor,True,Unsure,To provide an accurate response
 A report of a 7-year-old girl who got breast impl,False,False,"False

Bre"
Images shared in March 2020 showed a convoy of mil,True,False,"False

The claim"
12 Minutes of Yoga for Better Bone Health,True,Unsure,The claim that 1
Complacency a concern as AIDS treatment improves i,True,True,"True

While significant"
Data suggests opioid-related overdose deaths in Al,True,Unsure,To provide an accurate response
"Oregano, Thyme May Hold the Cure for Wasting Syndr",False,False,"False

While it"
"Lose weight with skin cream? Fat chance, says U.S.",True,True,True. The U.
"San Antonio has seen ""67% growth"" in water custome",False,False,"False

The claim"
Hal Turner Radio Show Says the coronavirus is “a M,False,False,"False

The World"
Hard questions about chemo,True,Unsure,"The claim ""Hard questions"
Gene test could spare women from unnecessary radia,True,True,"True

Explan"
"The U.S. State Department has ordered 160,000 Hazm",False,False,"False

The claim"
Gov. Kelly:  Kansas psychiatric hospital unit need,True,True,True (or Neut
"Jay Hottinger Says Wendy’s founder ""Dave Thomas le",False,False,"False

The claim"
"Utah bans abortions after 18 weeks, teeing up lega",True,True,"True

As of"
"Since 2004, more than 2,000 suspected terrorists h",True,False,"False

The claim"
Richard Durbin Says President Barack Obama’s nomin,False,True,True. This statement is
Do you really think I’d call Russia to help me wit,False,False,False
A form of strep infection is capable of affecting ,True,True,True
"Image of an anti-Semitic sign (""the real plague"") ",True,False,"False

The image"
"Chris Sununu Says drug dealers have ""overdosed on ",False,False,"False

This statement"
The Obama administration left Trump with a “stockp,False,False,"False

The claim"
Flashing your car's high beams at a traffic signal,False,False,False
The federal government is “preparing to mobilize t,False,False,"False

As of"
A new Arkansas law allows rapists to sue their vic,False,False,"False

As of"
Image of a COVID-19 anti-lockdown protester's sign,True,Unsure,I am not a medical
An anti-seat belt law advocate was killed in autom,True,True,True (with some qual
House Speaker Dean Cannon says that freshmen lawma,True,False,"False

The claim"
Wikileaks documents reveal Hillary Clinton was gra,False,False,"False

This claim"
“Smoking in cars with children is illegal starting,False,False,False. The claim that
Stem Cell Injection May Soon Reverse Vision Loss C,False,False,"False

While stem"
"Elephants think of humans as ""cute,"" in the same m",False,False,False
A national four-week quarantine will start on Apri,False,False,False
Author J.K. Rowling promoted a website selling tra,True,False,"False

J."
Facebook post Says news stories referencing 322 an,False,False,"False

The claim"
3 Nebraska Medicaid providers honored for serving ,True,Unsure,I'm unable to
The reaction between metallic mercury and aluminum,False,False,False. The reaction between
 Rumors that Keurig coffee machines harbor bacteri,False,False,"False

While it"
"In 1981, Matagorda, Brazoria, and Galveston Counti",True,False,"False

The claim"
10 people treated after chemical spill in science ,True,Unsure,"The claim ""10"
Experimental treatment helps 2 out of 3 peanut all,True,False,"False

The claim"
"Mending broken sleep: Sleep apnea, the dangerous c",True,True,True (with some clar
Study Finds More Isn't Better for Roche Breast Can,True,True,"True

The claim"
A tourist's unfortunate bout of stomach upset on a,False,False,False
Donald Trump Says Israel profiles based on ethnici,False,False,"False

The claim"
Mainland China sees rise in new coronavirus cases.,True,True,True (as of the
Australian euthanasia law loses by single parliame,True,False,"False

The claim"
Worried About Dementia? You Might Want to Check Yo,False,True,"True

High blood"
A New Therapy May Cure Kids of Peanut Allergy,False,False,"False

While there"
Preventive care does not save the government money,True,False,"False

Prevent"
The ratio of corporate profits to wages is now hig,True,False,"False

The claim"
"Rick Baker Says he ""made St. Petersburg the state'",False,False,"False

Rick"
"China sends medical supplies, experts to help Ital",True,True,True
A morgue worker was accidentally cremated while na,False,False,False
Mexico ambassador resigns after book theft allegat,True,Unsure,I am not a real
Chicago residents use kits to test for lead contam,True,True,True. Chicago residents can
"Spain overtakes Italy in coronavirus cases, death ",True,Unsure,To provide an accurate response
Brazil's mothers left to raise microcephaly babies,True,False,"False

This claim"
Ohio county to distribute bags that deactivate dru,True,Unsure,I am not a real
A nurse employed in a Zambian hospital swapped nea,False,False,"False

The claim"
Alabama Sen. Doug Jones calls new abortion ban ‘sh,True,True,True. On June
Nurse’s kidney donation triggers bi-state transpla,True,False,"False

While it"
Breast-cancer study questions lymph node removal,True,Unsure,"The claim ""Bre"
Hip resurfacing aimed at boomers,False,Unsure,Neutral/M
 Warnings that Mcafee or Norton has identified the,False,False,"False

While it"
Georgia board starts work on medical marijuana rul,True,True,"True

On March"
Hyperbaric oxygen: The mysterious therapy that sav,True,False,"False

While hyper"
Reducing Radiation Successfully Treats HPV-Positiv,False,True,True. Radiation therapy
Millions face risk from drug-coated stents,False,True,"True

The use"
China toddler fights fat in land of little emperor,True,False,"False

The claim"
"California has seen a ""56 percent decline in the g",True,False,"False

The claim"
A video shows Londoners expressing support for the,False,False,"False

There is"
Kyleen Wright Says murder is the chief cause of de,False,False,False
Teenage environmental activist Greta Thunberg is a,False,False,False
 Keanu Reeves supposedly wrote an inspiring open l,False,False,"False

While it"
Influenza now in all Maine counties; considered wi,True,Unsure,To provide an accurate response
FDA authorizes marketing of first blood test to ai,False,True,"True

The claim"
Rolex sales records are so well-kept that they wer,True,False,"False

While Role"
 Pope Francis bestowed the Pontifical Medal upon L,True,False,False
Tuberculosis outbreak associated with Mankato univ,True,False,"False

As of"
The U.S. has had 143 criminal convictions for abse,True,True,"True, according to a"
Ecstasy could be ‘breakthrough’ therapy for soldie,True,Unsure,The claim is Neut
Chelation based on faulty premise,True,False,"False

The claim"
"Global coronavirus death toll hits 150,000: Reuter",True,True,True (as of April
We check an assortment of claims about the 2017 to,False,Unsure,I cannot verify claims without
Facebook post Says Italian Prime Minister Giuseppe,False,False,"False

The statement"
GOP senators from NC come out against Trump EPA no,True,True,"True

In March"
The death from influenza of eight mostly vaccinate,False,False,"False

The claim"
On whether Barack Obama was born in the United Sta,False,True,True
"Facebook post Says the governors of Michigan, New ",False,False,"False

As of"
Researcher: Alzheimer's vaccine could cut dementia,False,False,"False

As of"
Midwifery linked to lower odds of birth complicati,False,True,"True

Studies"
Ruling leaves Ohio ban on Down syndrome abortions ,True,Unsure,I am not a legal
"As millions vape, e-cigarette researchers count pu",True,True,"True

Explan"
Zambia records first coronavirus death.,True,False,"False, as of March"
A female mortuary worker was arrested after becomi,False,False,False
The test that reveals cancer sooner,False,Unsure,The claim as stated is
"Walmart, Amazon, Kroger, Target and Costco “have n",False,False,"False

It is"
The World Health Organization has listed being sin,False,False,False. The World Health
"Abortion services are ""well over 90 percent of wha",False,False,False. According to Pl
"Pfizer: New cancer pill gives hope, new strategy",False,Unsure,Neutral/Un
Scramble for masks as Italian region orders corona,True,False,"False

This claim"
Trump’s cuts to Medicare hospital payments trigger,True,True,"True

President"
Some of these members of the House of Representati,True,True,"The claim is True,"
"Hundreds of Americans flown home from cruise ship,",True,True,True (with some qual
"In July 2020, U.S. Education Secretary Betsy DeVos",False,False,"False

The claim"
"Proposed tax changes are a ""handout"" to BP.",False,False,"False

The term"
"Beached boats, pink water as drought saps Great Sa",True,True,The claim is True.
 A meme claiming that tilapia is a “mutant” fish t,False,False,"False

The claim"
Weight-Loss Drugs Face High Hurdles At FDA,False,True,True
Images show a genuine Antifa manual created and di,False,Unsure,I am not a fact
"Reusing, freezing, or warming plastic water bottle",False,False,"False

While it"
"A trojan worm known as Koobface is ""spreading like",False,False,"False

The claim"
GSK builds oncology pipeline as drug shown to help,True,True,"True

Glax"
"This town (Wilmington, Ohio) hasn’t taken any mone",False,False,"False

It is"
 President Donald Trump allowed the use of chlorpy,False,False,"False

There is"
Recently-arrived asylum seekers are perpetrating t,False,False,"False

According"
Final trial results confirm Ebola vaccine provides,True,True,True
"Under President George W. Bush, the U.S. had ""52 m",True,False,Partly False
Pelosi offers Medicare negotiation plan to curb dr,True,True,"True

Speaker"
"Wu-Tang's GZA is a scientist, educated in quantum ",False,False,False
Indonesia green group calls for probe into death o,True,True,True. The claim is
A viral social media post in January 2020 represen,False,False,False. As of January
Officials release edited coronavirus reopening gui,True,Unsure,I am not a fact
Ted Cruz Says Democrats are embracing “abortion up,False,False,"False

The claim"
Nebraska state officials say prison conditions hav,True,Unsure,I am not a Neb
The symptoms of Covid-19 are a sore throat lasting,False,False,Partly False
President Donald Trump “immediately discontinued” ,False,False,"False

President"
Nearly all ships operated by U.S.-headquartered cr,True,True,"True

Most U"
Rihanna's Instagram message to followers to throw ,True,False,False
Coronavirus forces U.S. churches to offer Easter S,True,True,"True

The claim"
Drug may delay high blood pressure in some,False,True,True. Some medications can
"A list of chemicals, written as if they were ingre",True,False,False
U.S. Sen. Elizabeth Warren said or argued to the e,True,False,False. Sen. Elizabeth
"Too many"" tattoos ""on visible body parts"" keep som",True,True,"True

The U"
Chinese herb may yield drug for AIDS,False,True,"The claim is True,"
Former Fox News host Bill O’Reilly was hospitalize,False,False,False
Vitamin D3 Might Ease Menstrual Cramps,True,Unsure,The claim that Vitamin
Ebola Vaccines Show Promise in New Study,True,True,"True

There have"
EPA watchdog: Health monitoring after Harvey was l,True,True,True. The Environmental Protection
West Virginia women have chance for sweep in US Ho,True,Unsure,"The claim ""West Virginia"
Italy “went against the WHO's ‘law’” against COVID,False,False,"False

The claim"
Increasing numbers of vaccines are associated with,False,False,"False

Multiple large"
Nancy Mace Says Kamala Harris “advocated for resto,False,False,"False

Sen"
An account accurately describes the rapes and murd,False,True,The claim is True.
Injected Drug Reduces Risk of Fracture among Women,False,True,"True

The claim"
"Winston Churchill said ""Socialism is the philosoph",False,True,True. Winston
A video shows a bolt of lightning striking a river,False,False,"False

Lightning"
California bill would create health care price con,True,False,"False

As of"
'Universal' blood test for earlier diagnosis of ca,False,True,The claim is 'True
Oxford professor of Islamic studies Tariq Ramadan ,False,False,False. Tariq
"In 2019, a U.S. District Court judge ruled that gi",False,False,"False

The claim"
New drug ‘may turn back the clock on heart disease,False,False,"False

While it"
Illegal immigrants were arrested for starting the ,False,False,"False

The California"
Donald Trump violated Palm Beach ordinances by put,True,True,"True, but incomplete"
Photograph shows a KKK member being treated by an ,False,False,"False

This claim"
Portable device detects severe stroke in seconds w,False,False,"False

The claim"
"Edith Jones, who integrated southern medical schoo",True,True,True. Edith P
Alzheimer’s May Show Up in Saliva,False,True,"True

While the"
Italy's coronavirus deaths surge as Lombardy seeks,True,True,"True

The claim"
"Mike Pence supported ""gay conversion"" therapy, inc",False,False,False. Mike Pence
A coronavirus-related health advisory graphic issu,False,False,False
Anti-Gravity Treadmill helps injured get moving ag,False,True,"True

Anti"
London bans junk food ads on public transport to f,True,True,"True

London has"
Knee Braces Ease Osteoarthritis Pain,False,True,Partially True
FDA approves expanded indications for Ilaris for t,False,True,"True

Ilaris"
Ohio Democratic Party Says proposed anti-abortion ,False,False,"False

The claim"
Tokyo hospital trainees test positive for coronavi,True,True,"This claim is True,"
"Spooked by Modi's plastics ban, India Inc seeks cl",True,True,The claim is True.
"While the smoking rate nationally has fallen, more",True,True,True (as of
"For Cold Virus, Zinc May Edge Out Even Chicken Sou",False,True,The claim is partially true
Metformin may lower lung cancer risk in diabetic n,False,True,True. Some studies have
Bill Gates is quoted in the February 1997 issue of,False,False,"False

The quote"
"Three additives in peanut butter cups, soy lecithi",False,Unsure,The claim that soy
A notorious pedophile was killed by a mother who b,False,False,"False

This claim"
New Portable Scanner for Breast Cancer,False,Unsure,I am not a medical
Nanoparticles loaded with component of common spic,False,False,"False

While some"
"Wine and coffee lovers, drink up! It's great for y",False,True,Partially True
North Carolina ultrasound abortion law ruled illeg,True,True,"True

The claim"
There’s a “direct correlation” between North Carol,True,False,"False

While it"
$3 trillion for federal coronavirus stimulus packa,False,False,"False

The U"
Counterfeit masks reaching frontline health worker,True,True,"True

There have"
"During a lunar eclipse on June 4 2020, lightning s",False,False,"False

There is"
Modern caesarean sections were invented by midwive,False,False,False
Olympics construction worker dies as Tokyo swelter,True,True,True (or more specifically
Facebook post Says truck drivers are being turned ,True,False,"False

While there"
Suicides rise and fall with economy: CDC report.,True,True,True. The Centers
People come here to have babies. They come here to,False,False,"False

The claim"
Bald eagle died of lead poisoning in Montana’s Gla,True,True,"True

According"
Roseanne Barr posed as Hitler for an issue of sati,True,False,False. Roseanne Barr
"Georgia deploys 3D printers, Guard units in testin",True,False,"False

As of"
Patients push limits for clues to chronic fatigue ,True,False,"False

Chronic"
"Mississippi chicken plant Koch Foods, which was ra",True,True,True
Winston Churchill was born in a ladies' room durin,False,False,False
"Jordan's King Abdullah II murdered his wife, Queen",False,False,False
"Indonesia says avoid coast near volcano, fearing n",True,True,True
Michael Kors uses fur from dogs that were skinned ,False,False,False
"A bill supported by Gov. Scott Walker makes it ""so",False,False,"False

Explan"
"Boy, 9, is 1st French death from likely COVID-link",True,False,"False

Explan"
Under the Obama plan . . . all the health care in ,False,False,"False

The Aff"
The Obama administration shut down the Amber Alert,False,False,False. The AMBER
"Spain's coronavirus deaths rise above 10,000, yet ",True,True,True. As of April
Pre and Post Testing Show Reversal of Memory Loss ,False,False,"False

As of"
GOP senators blink on a big chance to repeal ‘Obam,True,True,The claim is neither true
U.S. Rep. Nancy Pelosi's Twitter account deleted a,False,False,"False

The claim"
 It’s common around Christmas time for people to w,False,True,"True

Poin"
Congo’s Ebola outbreak poses challenges for bush m,True,True,True
"Nicotine patch may help improve memory, study find",False,False,"False

While nic"
Survey finds many ticks carry disease in North Dak,True,True,True
The administration raises revenue for nationalized,False,False,"False

There is"
Donald Trump owned stock in Thermo-Fisher Scientif,False,False,"False

According"
‘Hippie’ island off Seattle sees shift in low vacc,True,Unsure,Neutral/Un
Health officials disclose another romaine outbreak,True,Unsure,I am not a health
Two-thirds of the top-rated hospitals in Florida w,True,False,"False

This claim"
  A polio vaccination campaign headed by the Bill ,False,False,False
A meme accurately describes 'The Nancy Pelosi Crim,False,False,"False

The term"
Death toll from acute encephalitis in east Indian ,True,True,True (as of the
"Drinking untreated spring water, marketed as ""raw ",False,False,"False

While it"
Special Report: Italy and South Korea virus outbre,True,True,"True, but the claim"
"JUULing, or use of a JUUL e-cigarette, has caused ",False,False,"False

As of"
Heart Association's Stroke Guidelines Support Clot,True,True,"True

The American"
Al Jazeera reporter Kimberly Halkett called White ,False,False,False
New York state has legalized heroin.,False,False,False
 Oregon Governor Kate Brown signed a bill into law,False,False,False
Researchers Develop Simple Paper Test That Quickly,False,False,"False

While there"
"A Johns Hopkins scientist issued a ""blistering rep",False,False,"False

The claim"
Lawsuit filed against county mental health agency.,True,True,"True, lawsuits"
U.S. doctors on coronavirus frontline seek protect,True,False,"False

The claim"
Massachusetts’ ban on vaping product sales allowed,True,True,True. As of the
Afghan capital’s air pollution may be even deadlie,True,False,The claim is not false
 Reports out of Texas that voting machines are aut,False,False,"False

There is"
Anti-abortion groups are claiming every sperm cell,False,False,"False

While it"
Biogen multiple sclerosis drug Tecfidera wins Euro,True,True,True
Blogger Says the Vatican reports that Pope Francis,False,False,"False

The V"
Immunotherapy Drug Becomes First Therapy Approved ,False,True,"True

The claim"
Landmark clinical trial shows gene-targeted drug c,False,True,True (with qualification
Novel Coronavirus (COVID-19) is no more dangerous ,False,False,False
Most U.S. doctors fail to discuss alcohol with pat,True,False,"False

The claim"
New hormone therapy sparks debate,False,True,"True

The claim"
Critics gear up for response to lease sale in Arct,True,Unsure,"The claim ""Crit"
"A video shows a piece of 5G equipment with ""COV-19",False,False,False
Gene therapy raises hope for a future AIDS cure,True,True,"True

Gene"
"Wichita man to bike 1,000 miles to honor daughter’",True,True,The claim is True.
Heart Hormone Linked to Calorie-Burning Brown Fat,False,True,"True

The claim"
London's Muslim Mayor Sadiq Khan banned images of ,False,False,"False

Sadi"
I am every year the No.1 pick of all of the law en,False,False,False. This claim is
"A Facebook post is correct in saying N95 masks, su",False,False,False. According to the
US Sen. Reed wants to shorten the suicide preventi,True,False,False
U.S. President Donald Trump tweeted in November 20,False,False,False. The claim is
Stephanie Grisham got DUIs in 2013 and 2015. ,False,False,"False

Steph"
"       Kayla Mueller, the 26-year-old woman who di",False,False,False
South Korea expands poultry cull on bird flu fears,True,True,True
"300,000 pounds of rat meat sold as chicken wings a",False,False,"False

This claim"
Tim O'Brien Says Bernie Sanders has said “things l,False,False,"False

There is"
A new male contraception product allows a man to c,False,False,False
"Italy's coronavirus death toll climbs by 578, new ",True,Unsure,To provide an accurate response
A meme accurately describes the arc of Bernie Sand,False,False,"False

It is"
Missouri to create center for rural students’ ment,True,True,True. According to various
Hold off on those extra vitamins,False,Unsure,Neutral/M
Tommy Robinson was jailed in order to silence his ,False,False,"False

Tommy"
What's in a name? Losing Asperger's label not such,True,False,"False

While it"
