claim,truth,pred,raw
China's blood donations dry up as coronavirus outb,True,Unsure,"To classify this claim, we need to consider the context and available evidence regarding blood donation trends in China"
Stem Cell Research: The Quest Resumes,True,Unsure,This claim does not provide enough context to determine its accuracy. It is more of a general statement about
Old drug could cure HIV-linked dementia,Misleading,Unsure,"To classify this claim accurately, we need more context about the ""old drug"" in question and what"
Judge blocks NY ban on flavored vaping products.,True,Unsure,"To accurately classify this claim, I would need more context about the specific court decision and its details."
Wisconsin woman to celebrate 100th birthday.,True,Unsure,This claim is not providing enough context or information to determine its accuracy. It does not present any specific
Eating watermelon could lower your blood pressure,False,True,"True: Scientifically proven and consensus-backed.

Watermelon contains L-citrulline, an amino"
"Under a new law regulating abortions, ""Even if you",Misleading,Misleading,"Category: Misleading

Explanation: This claim is misleading because it implies that there is a new law"
Concussions in kids are detectable by blood test,False,False,"3. False: Factually incorrect or fabricated.

While there have been advancements in detecting concussions through"
More cases of rabies in skunks confirmed in Detroi,True,Unsure,"To classify this claim, we need more context about the specific statement regarding the number of confirmed cases of"
"There’s not one public study, and by public study ",True,True,"Unverifiable

The claim cannot be classified as true or false because it makes a broad statement about"
"President Barack Obama ""said over 20 times he did ",True,False,"3. False: Factually incorrect or fabricated.

There is no verifiable evidence to support the claim"
FDA approves irritable bowel drug.,True,Unsure,"To accurately classify this claim, I would need more context about which specific irritable bowel drug and what"
Certain diabetes drugs found to double bone fractu,True,Unsure,"To classify this claim, I would need more context such as specific studies or data supporting the statement."
“The CDC may have to stop calling COVID-19 an ‘epi,False,Misleading,"3. False: Factually incorrect or fabricated.

This claim is misleading and potentially false because the classification"
A woman encountered kidnapping scouts at a Houston,Unverifiable,Unverifiable,This claim is unverifiable as there is no specific incident or evidence provided to confirm such an encounter
 A viral warning claims that a drug called burunda,Misleading,Misleading,"Category: Misleading

Explanation: The claim is misleading because while it correctly identifies burundanga as"
President Obama was arrested in Japan in connectio,False,False,"Category: False

This claim is factually incorrect. There is no credible evidence or official record supporting"
Medicare 5-year cancer bill tops $21.1 bln: study.,True,Unsure,"To classify this claim accurately, we need more context about the specific study and its methodology. However,"
Hospital closings hit hard on the edge of the Rust,True,Unverifiable,"Category: Unverifiable

Explanation: While the claim itself is not factually incorrect, it does"
"We’ve got an average of 5,600 soldiers committing ",Misleading,False,"3. False: Factually incorrect or fabricated.

The claim appears to be referring to military suicides,"
Phyllis Schlafly Says broken compact fluorescent l,False,Misleading,"Category: Misleading

Explanation: Phyllis Schlafly did indeed make statements about the potential"
The school shooting rate in non-Christian Japan is,True,Misleading,"Category: Misleading

Explanation: This claim is misleading because it makes a broad generalization about the"
Rhode Island law aims to prevent suicides at publi,True,Unverifiable,"Unverifiable

The claim does not provide specific details about the laws or measures in place in Rhode"
Panel recommends pneumonia vaccine for adult smoke,False,Unsure,"To classify this claim, we need to look at the current recommendations from reputable health organizations regarding the pneumonia"
"Promise of faster, more accessible schizophrenia d",False,Unsure,"To properly classify this claim, we need more context about the specific claims made in the Rutgers study."
 Discussion forums and social media have been abuz,Misleading,Unverifiable,"Unverifiable

Explanation: The claim about Chic-fil-A offering a free meal for new moms"
"In Iran in 1979, the extremists hijacked the broad",True,True,"Category: Misleading

Explanation: The claim is partially true but oversimplifies complex historical events."
Folic acid tied to better grades in Swedish teens,True,Unsure,"To classify this claim, we need more context about the specific study or research that supports this statement."
“Four kids who took the coronavirus vaccine died i,False,False,"Category: False

Explanation: There is no scientific evidence or consensus from health authorities such as the CDC"
"In the House Republican health care bill, ""we’re e",False,Misleading,"Category: Misleading

Explanation: The claim is misleading because while it may be technically correct that community"
Older emphysema drug linked to heart deaths.,True,Unsure,"To classify this claim, we need more context about the specific drug in question and the studies that link"
Statistics demonstrate that crime rates in Austral,False,Misleading,"Category: Misleading

Explanation: The claim is misleading because it presents a correlation (increase in crime"
The best evidence is that you lose -- if you use m,Misleading,False,"3. False

The claim that regular marijuana use in teenagers leads to an IQ loss of eight points"
Health officials in Omaha confirm 2 pediatric flu ,True,True,1. True: This claim appears to be a factual statement about confirmed cases of pediatric flu deaths reported
We reduced abortion. We increased adoptions by 135,False,Unsure,"To classify this claim, we need to examine the relationship between reducing abortion and increasing adoptions."
Five-minute neck scan can spot dementia 10 years e,False,Misleading,"Category: Misleading

Explanation: While the claim may be referring to a study that suggests a certain"
After discovering a doomsday asteroid was approach,False,False,"Category: False

The claim is factually incorrect and fabricated. There is no credible evidence or scientific"
Weighing effectiveness versus risk in obesity drug,False,Unverifiable,"Category: Unverifiable

Explanation: The claim ""Weighing effectiveness versus risk in obesity drugs"
US OKs 1st drug aimed at women with inherited brea,Misleading,Unsure,"To classify this claim, we need to verify if there is indeed a drug approved by the U.S"
Brain-dead Canadian woman kept on life support to ,True,Misleading,"Category: Misleading

Explanation: This claim is misleading because it implies that a brain-dead individual"
"The Simpsons"" television show predicted the fire a",False,False,"Category: False

Explanation: The claim that ""The Simpsons"" television show predicted the fire at Notre"
"During the 2005 fight over Social Security, ""there",False,Misleading,"Category: Misleading

Explanation: The claim suggests that the demonstrations against Social Security reforms in 2"
Erdogan says Turkey will overcome coronavirus in t,True,Misleading,"Category: Misleading

Explanation: The claim is technically accurate in stating that school closures have been extended"
A woman sought medical help to remove a deer tongu,True,Unverifiable,"Category: Unverifiable

Explanation: The claim does not provide enough context or evidence to verify its"
Trump backs Fla. plan to import lower-cost meds fr,True,Unsure,"To classify this claim accurately, we need to consider the context and factual basis of the statement. The"
Martin Luther King said our lives begin to end the,Misleading,Misleading,"2. Misleading

While the quote is often attributed to Martin Luther King Jr., there is no"
 Swimmers have been warned about flesh-eating bact,Misleading,True,"True: Scientifically proven and consensus-backed.

Explanation: There have been documented cases of infections caused by"
"Debbie Wasserman Schultz Says Gov. Rick Scott ""cut",False,Unsure,"To classify this claim, we need to verify the specific details provided by Debbie Wasserman Schultz regarding Gov"
Kirk Watson Says carbon monoxide is still employed,True,Unsure,"To classify this claim, we need to examine the accuracy of the statement made by Kirk Watson regarding the"
Airlines rush to boost demand as coronavirus shred,True,Unverifiable,"Category: Unverifiable

Explanation: The claim does not provide specific details or data that can be"
'What choice do I have?' Lock-down strands million,True,Misleading,"Category: Misleading

Explanation: The claim is technically accurate in stating that many people were confined during"
Teenage climate activist Greta Thunberg appeared o,Misleading,Unverifiable,"Unverifiable

While the claim can be checked for factual accuracy by reviewing CNN's programming archives,"
  A photo shows a weasel riding on the back of a w,True,Unverifiable,"Category: Unverifiable

Explanation: The claim describes a specific and unusual scene that would be difficult"
"Hillary Clinton Says Bernie Sanders ""has been larg",Unknown,Unsure,"To classify this claim, we need to examine if there is any evidence supporting Hillary Clinton's statement about"
"During wartime, the Seal of the President of the U",False,False,"3. False: Factually incorrect or fabricated.

The claim is false. The Seal of the President"
"Obamacare medical device tax ""has led to the loss ",Misleading,Misleading,"Category: Misleading

Explanation: The claim that Obamacare's medical device tax has led to the loss"
New study: The flu vaccine is 'significantly assoc,False,False,"3. False: Factually incorrect or fabricated.

The claim is false because numerous studies and health organizations"
UK Supreme Court hears attempt to change Northern ,True,Unverifiable,"Unverifiable

The claim does not provide enough specific details about an ongoing or completed legal case to"
Doctors weigh brain-oxygen monitor,Misleading,False,"The claim ""Doctors weigh brain-oxygen monitor"" is:

3. False

This statement is fact"
"An employee at a women's health center in Bronx, N",Unverifiable,False,"Category: False

The claim appears to be false because there is no credible evidence or official report supporting"
A Texas girl required surgery after she swallowed ,True,Unverifiable,"Category: Unverifiable

Explanation: The claim does not provide enough specific details (such as the"
"Releasing inmates, screening staff: U.S. jails and",True,Unverifiable,"Category: Unverifiable

Explanation: The claim describes a general trend observed in U.S. jails"
Five minutes in the green can boost self esteem.,True,Unverifiable,"Unverifiable

The claim that five minutes in the green (presumably referring to being in a"
Pediatrics group backs bill to allow minors to see,True,Unsure,"To accurately classify this claim, we need to consider whether there is any evidence supporting the statement that a"
Dutch teen author Noa Pothoven was voluntarily eut,False,False,"3. False: Factually incorrect or fabricated.

Noa Pothoven, a Dutch teenager,"
We are seeing kids who are healthier.,Misleading,Unverifiable,This claim is unverifiable without context or specific details about what aspect of health is being referred to
New Study Published on Cover of Urology Finds that,Misleading,Unsure,"To classify this claim, we need to consider whether there is enough information provided to determine its accuracy."
Human virus linked to mountain gorilla deaths.,True,Unsure,"To classify this claim accurately, we need more context about the specific virus and how it was linked to"
Policies that legalize recreational marijuana exac,Unverifiable,Misleading,"Category: Misleading

Explanation: The claim suggests a direct causation between the legalization of recreational marijuana"
"Hilary Rosen Says Chris Christie ""vetoed Planned P",True,Unsure,"To classify this claim, we need to examine the accuracy of the statement made by Hilary Rosen regarding"
Program Cut Catheter-Associated Urinary Tract Infe,True,Unsure,This claim is incomplete and does not provide enough context to determine its accuracy. To properly evaluate whether a
New Mexico land boss concerned about border wall w,True,Unverifiable,"4. Unverifiable

The claim does not provide enough context or specific information to verify its accuracy"
"Monarch butterflies are becoming extinct"" because ",Misleading,False,"3. False: Factually incorrect or fabricated.

The claim that monarch butterflies are becoming extinct due to"
Chronic wasting disease found in buck on Winona Co,True,True,"1. True: Scientifically proven and consensus-backed.

The claim that chronic wasting disease (CWD"
"A video shows a piece of raw chicken meat ""twitchi",Misleading,False,"Category: False

Explanation: The phenomenon described in the claim can be explained by a physical effect known"
"A Michigan farmer was forced to destroy 40,000 edi",Misleading,Unsure,"To classify this claim, we need to consider whether there is enough verifiable information available about the specific"
Christine Blasey Ford committed perjury by identif,False,Unsure,"To classify this claim, we need to consider the context and available information about Christine Blasey Ford"
A clause in the document annexing Texas to the Uni,Misleading,Unverifiable,"Unverifiable

The claim about a specific clause in the document annexing Texas to the United States"
"In an impoverished Chilean suburb, a recycling dri",True,True,"1. True: Scientifically proven and consensus-backed.

This claim does not present any specific scientific findings"
Tests of New AIDS Gel Show Promise for Women.,True,Unsure,"To properly classify this claim, I would need more specific information about the tests and their results. However"
Aspirin Linked to Lower Pancreatic Cancer Risk,False,Misleading,"Category: Misleading

Explanation: While there have been studies suggesting that regular aspirin use may be"
U.S. Panel Questions Prostate Screening,True,Unsure,"To classify this claim accurately, I need more context about the specific statement or report from the U.S"
"In January 2017, Dr. Anthony Fauci predicted a ser",True,False,"False: Factually incorrect or fabricated.

Dr. Anthony Fauci did not make any specific prediction about"
China agrees to WHO sending experts to study virus,True,Unsure,"To classify this claim accurately, I would need more context about when and under what circumstances China agreed to"
How barbershops could help lower blood pressure,True,Unverifiable,"Unverifiable

Explanation: While barbershops could potentially provide a relaxing environment that might temporarily"
Hollywood is #1 in Broward homicides in 2013. Than,Misleading,Unsure,This claim appears to be referring to a specific event or statistic from 2013 in Brow
Connecticut confirms 4th case of measles.,True,True,"1. True: Scientifically proven and consensus-backed.

This claim is likely to be true if Connecticut"
 Opossums stop the spread of Lyme disease because ,True,Misleading,"Classify: Misleading

Explanation: While opossums do consume ticks, the claim that"
"The 1866 ""Ex parte Milligan"" precludes states from",False,False,"3. False

The 1866 Supreme Court case Ex parte Milligan established that military"
Cortisol levels in children's hair may reveal futu,False,False,"3. False: Factually incorrect or fabricated.

There is no scientific evidence that cortisol levels measured in"
"In 2017 and 2018, teenage boys widely purchased an",Misleading,False,"3. False: Factually incorrect or fabricated.

The claim appears to be referring to a product called"
China seeks to identify cause of mystery pneumonia,True,Unverifiable,"Unverifiable

The claim does not provide enough context or details to determine its veracity. It"
North Dakota governor says controlling hotspot is ,True,Unverifiable,"This claim is unverifiable as it does not provide specific details such as the context of ""cont"
The European Union ordered reporters to not report,False,False,"3. False: Factually incorrect or fabricated.

There is no evidence or documentation to support the claim"
Some Doctors Question New Cancer Treatment,True,True,This claim is not inherently true or false without additional context about the specific treatment in question and the nature
Florida’s hepatitis A outbreak prompts vaccine pus,True,Unsure,"To classify this claim, we need to consider whether there is evidence supporting the relationship between the hepatitis A"
Individuals with a high net worth are ineligible t,False,False,"Category: False

The claim that individuals with a high net worth are ineligible to serve in the military"
Bill White has presided over the construction of w,False,Unsure,"To classify this claim, we need to consider several factors including the verifiability of the statement and"
Researcher Judy Mikovits was arrested without a wa,False,Misleading,"Category: Misleading

Explanation: The claim is misleading because while it mentions that Judy Mikovits"
Utah investigates 21 cases of lung disease linked ,True,Unsure,"To classify this claim, I would need more context such as the source of the information and any official"
Background checks have been unequivocally shown to,Misleading,False,"3. False: Factually incorrect or fabricated.

While background checks can play a role in reducing access"
The novel coronavirus was “man-made.”,False,False,"3. False: Factually incorrect or fabricated.

The scientific consensus is that the novel coronavirus (S"
High ambitions: Uruguay cannabis firm targets boom,True,Unverifiable,"Category: Unverifiable

The claim does not provide specific details about the accuracy of the statement regarding"
"House Bill 330 ""grants immunity from liability to ",False,Unsure,"To classify this claim, we need to examine if there is any evidence or legal document supporting the statement"
Viscosupplementation Recommended For Appropriate P,False,True,"1. True: Scientifically proven and consensus-backed.

Viscosupplementation is recommended for appropriate patients"
A Japanese man was found dead months after being c,False,Unverifiable,"Category: Unverifiable

Explanation: The claim does not provide any specific details such as the date"
Image depicts a tweet from the World Health Organi,Misleading,False,"False: Factually incorrect or fabricated.

The World Health Organization (WHO) did not issue such a"
The family of Anne Frank sought (and was denied) r,True,Unverifiable,"Unverifiable

While it is known that the family of Anne Frank sought refuge in various countries during"
An official Los Angeles Police Department (LAPD) b,True,Unverifiable,"Unverifiable

The claim does not provide enough context or details to verify its accuracy. While it"
Scientists grow viable vaginas from girls' own cel,True,True,"True: Scientifically proven and consensus-backed.

This claim is accurate. Medical procedures such as vaginal reconstruction"
QuikTrip's Safe Place is equipped to provide a saf,Misleading,Misleading,"2. Misleading

While QuikTrip does offer a ""Safe Place"" program in many of"
Newport developed marijuana cigarettes which will ,False,Unverifiable,"Category: Unverifiable

The claim about Newport developing marijuana cigarettes and their availability for purchase next year"
"Mammograms Save Lives for Women in Their 40s, Stud",False,Unsure,"To classify this claim, we need to consider the current medical consensus on mammography screening for women in"
"Covfefe"" means something, anything.",False,False,"3. False: Factually incorrect or fabricated.

The term ""covfefe"" was used by"
Health care systems to get $5.5M to prepare for em,True,Unverifiable,"Unverifiable

The claim does not provide enough context or details to determine its accuracy. It mentions"
Cristina Higgins authored a personal account about,True,Unsure,"To classify this claim, I would need more context about Cristina Higgins and the specific work she authored."
Facebook post Says series of 11 photos are “from t,False,Unverifiable,"Unverifiable

The claim does not provide enough context or information to verify whether the photos are indeed"
Proposal for Lyme prevention included in appropria,True,Unverifiable,This claim is unverifiable as it does not provide specific details about which appropriations deal or what exactly
New hearts forge new friendship for transplant rec,True,False,"3. False: Factually incorrect or fabricated.

The claim ""New hearts forge new friendship for transplant"
Group pushes to end plastic foam use in schools.,True,Unsure,"To accurately classify this claim, I would need more context about the specific group and their reasons for pushing"
First-ever nivolumab study to treat aggressive ana,Misleading,Unsure,"To classify this claim, we need more context about the specific study in question. However, based on"
Ted Cruz Says both Donald Trump and Hillary Clinto,False,Unsure,"To classify this claim, we need to examine the statements made by both Donald Trump and Hillary Clinton regarding"
"500,000 U.S. troops came home from Iraq and Afghan",True,Unsure,"To classify this claim, we need to consider the available data on PTSD and traumatic brain injuries (T"
Planned Parenthood: States should oppose Trump ‘ga,True,Unsure,"To classify this claim, we need to consider the context and the specific ""gag rule"" being"
Virginia has “lagged behind other states when it c,True,Unsure,"To classify this claim, we need to look at the available data on COVID-19 testing in"
"Merck KGaA, Pfizer's immuno-drug shown to alleviat",False,Unsure,"To accurately classify this claim, I need more context about which specific immuno-drug from Pfizer is"
"Drugs may make stents deadly, study says",False,Unsure,"To classify this claim, we need more context about the specific study and its findings. However, based"
An inaudible sonic weapon adequately explains the ,False,False,"3. False

The claim that an inaudible sonic weapon adequately explains the range of symptoms experienced"
We know that President Obama stole over $500 billi,False,False,"Category: False

The claim is factually incorrect. There is no evidence that President Obama stole money"
Stay-at-home orders “actually are the law of these,True,Unsure,"To properly classify this claim, we need more context about what specific stay-at-home orders are being referred"
Virginia psychiatric hospitals run short on open b,True,Unsure,"To accurately classify this claim, I would need more context such as the timeframe, specific regions within Virginia"
African-Americans don't use drugs at a higher leve,True,Unsure,"This claim is complex and involves multiple factors, so it's important to break it down carefully.

The"
More support for osteoporosis drugs,True,Unsure,"The claim ""More support for osteoporosis drugs"" is too vague and does not provide enough context"
The Democrats have already voted to ban our conven,False,False,"Category: False

The claim is factually incorrect. There has been no major movement by the Democratic"
       A young boy fell asleep wearing a Spider-Ma,Unverifiable,False,"Category: False

Explanation: This claim is likely false because there is no scientific evidence or documented cases"
An immigrant put peanut butter in a little girl's ,Unverifiable,Unverifiable,"Category: Unverifiable

Explanation: The claim does not provide any specific details or sources that could"
Wells Fargo and Chase are invested in the Dakota A,True,Unsure,"To classify this claim, we need to examine the financial investments of Wells Fargo and JPMorgan Chase"
Coca-Cola is an effective contraceptive.,False,False,"Category: False

The claim that Coca-Cola is an effective contraceptive is false. There is no scientific"
"New Ebola case in Congo, days before outbreak’s ex",True,Unverifiable,"Category: Unverifiable

Explanation: The claim about the timing of an Ebola case in Congo relative"
“President Trump has banned welfare for illegal im,False,False,"Category: False

Explanation: There is no record of President Trump banning welfare for illegal immigrants that would"
Quick brain scan could screen for autism,Misleading,Unverifiable,"Category: Unverifiable

Explanation: While there have been advancements in using neuroimaging techniques to"
Yoga and Stretching Equally Effective for Back Pai,Misleading,Unsure,"To classify this claim, we need to consider the current scientific literature on yoga and stretching for back pain"
"Ben Carson Says he ""didn’t have an involvement wit",False,Unsure,"To classify this claim, we need to look at the historical context and public statements made by Dr."
"The city of Lake Worth Beach, Florida cut power an",Misleading,Unsure,"To classify this claim, I would need more context and evidence regarding specific incidents where Lake Worth Beach,"
US regulators OK updated version of decades-old an,True,True,"This claim is not enough information to determine if it's true, misleading, or false. The claim"
New Therapy for Enlarged Prostate May Bypass Unple,False,Unverifiable,"Category: Unverifiable

The claim suggests that a new therapy for enlarged prostate may bypass unpleasant side"
"Hate daylight saving time? You may have a point, r",True,Misleading,"Category: Misleading

Explanation: The claim suggests that researchers agree with people who dislike daylight saving time"
Novartis's new treatment for hives outperforms Xol,True,Unsure,"To accurately classify this claim, I would need more specific information about the clinical trial results comparing Novart"
"Although Georgia Gov. Brian Kemp ""opened"" the stat",True,Unsure,This claim appears to be a factual statement about the actions taken by Georgia's Governor during the pandemic rather
O’Rourke offers blue vision for red Texas during N,True,Unsure,This claim appears to be a play on words rather than a factual statement about someone's vision or political
Sid Miller Says a poll showed 70 percent to 75 per,Misleading,Unsure,"To classify this claim, we need to verify if Sid Miller made such a statement and if there is"
Cannabis Derivative Cannabidiol Reduces Seizures i,True,True,"1. True: Scientifically proven and consensus-backed.

The claim that cannabidiol (CBD"
Test may help predict colon cancer recurrence risk,True,Unsure,"To classify this claim, we need more context about the specific test being referred to and its accuracy in"
Indonesian doctor's death exposes heartbreaking ri,True,Unverifiable,"Category: Unverifiable

The claim itself does not provide specific details or evidence that can be checked"
"A three-cents-per-ounce soda tax in Philadelphia """,False,Misleading,"Category: Misleading

Explanation: The claim suggests a direct causal relationship between a soda tax and job"
FDA approves new drug that prevents migraines with,Misleading,False,"3. False: Factually incorrect or fabricated.

The claim is false because no drug can be completely"
Thailand closes more public facilities as coronavi,True,Unsure,"To classify this claim accurately, we need to consider whether there is enough verifiable information about the specific"
Current expenditures could likely cover the estima,True,Unsure,This claim cannot be accurately classified without more context about specific current expenditures being referred to and the estimated costs
Compound May Fight Hard-to-Treat Lung Cancer,False,Unsure,"To accurately classify this claim, I would need more specific information about the compound in question and the context"
Chicago receives $6.7M to help people living with ,True,Unsure,"To accurately classify this claim, I would need more context such as the source of the funding, the"
Small increases in physical activity reduce immobi,Misleading,True,"1. True: Scientifically proven and consensus-backed.

This claim is supported by numerous studies and is"
Kentucky reports 4 adults have died of the flu thi,True,Unsure,"To classify this claim, I would need more context such as the specific year and source of the information"
Stop-Smoking Drug May Also Curb Problem Drinking,Misleading,Misleading,"Category: Misleading

Explanation: While some medications used to treat smoking addiction have been found to be"
Minnesota bets fiscal future on osteopathic medica,True,Unverifiable,"Unverifiable

The claim ""Minnesota bets fiscal future on osteopathic medical school"" does not provide"
 A woman became pregnant from being struck by a bu,False,False,"Category: False

Explanation: This claim is highly unlikely and not supported by scientific evidence or historical records"
"In testing for allergies, a single shot may suffic",Misleading,Unverifiable,"Unverifiable

The claim that a single shot may suffice in allergy testing is too broad and lacks"
Event 201 “gave out stuffed souvenir coronavirus t,False,False,"3. False: Factually incorrect or fabricated.

The claim about ""Event 201"""
Health officials have seen a surge in the number o,False,Unverifiable,"Category: Unverifiable

Explanation: The claim does not provide specific details such as the source of"
"GENE THERAPY MIGHT BE THE BEST, AND PERHAPS ONLY, ",Misleading,Misleading,"Category: Misleading

Explanation: While gene therapy has shown promise in treating certain brain diseases, it"
Drinking one diet drink a day triples a person's r,Unverifiable,False,"Category: False

The claim that drinking one diet drink a day triples a person's risk of dementia"
"John O'Bannon Says ""some Planned Parenthood chapte",False,Misleading,"Category: Misleading

Explanation: The claim is technically accurate in the sense that there have been instances"
"Miscellany Blue Says a ""lawmaker seeks to defund P",True,False,"3. False

The claim is false because there is no credible evidence that Planned Parenthood has ever performed"
Dry needling offers alternative to cortisone injec,Misleading,Unsure,"To classify this claim, we need to consider the current scientific evidence on dry needling and its effectiveness"
Aveo Oncology to end breast cancer study due to lo,True,Unverifiable,"Unverifiable

The claim about Aveo Oncology ending a breast cancer study due to low enrollment"
"Hillary Clinton Says she ""called for addressing ri",True,Unsure,"To classify this claim, we need to examine the accuracy of the statement and whether it has been substant"
North Carolina fair bans mist fans as health measu,True,Unverifiable,"Unverifiable

The claim about North Carolina banning mist fans as a health measure does not provide enough"
"For a full-body workout, drumming is the novelty t",True,Misleading,"Category: Misleading

Explanation: While drumming can be an effective form of exercise that engages multiple"
A daily regimen of ingesting gin-soaked raisins wi,Unverifiable,False,"Category: False

The claim that a daily regimen of ingesting gin-soaked raisins will help"
"The GOP health bill ""would once again allow being ",False,False,"3. False: Factually incorrect or fabricated.

The Affordable Care Act (ACA) and subsequent legislation"
Within the three miles surrounding the University ,True,Unsure,"To classify this claim, we need to consider the available data on infant mortality rates in the University Circle"
"“The flu killed 80,000 people in the U.S. last yea",False,Unsure,"To classify this claim, we need to verify the specific data provided. According to the Centers for Disease"
Therapy animals are everywhere. Proof that they he,True,Misleading,"Category: Misleading

Explanation: The claim suggests that while therapy animals are common, there isn't"
"In the aftermath of two mass shootings, President ",Misleading,Misleading,"Category: Misleading

Explanation: The claim presents a generalization that may be misleading. While it"
I just want to assure [you] we're not talking abou,Misleading,Unsure,This claim does not provide enough context to determine its accuracy or verifiability. It is a statement
Trio wins chemistry Nobel for work on antibody dru,True,Unsure,"To classify this claim, we need to verify if there was indeed a trio that won the Nobel Prize"
UCB urges stronger warning on cough medicine.,True,Unsure,"To accurately classify this claim, we need more context about what UCB (United States Pharmacopeial"
"Oregon Health Authority Says that in 2007, ""Oregon",False,Unsure,"To classify this claim, I would need to verify the specific data provided by the Oregon Health Authority for"
"Alissa Keny-Guyer Says ""in Oregon only 41 percent ",True,Unsure,"To classify this claim, we need to verify if Alissa Keny-Guyer made such a"
Receiving a clot-buster drug before reaching the h,Misleading,True,"True: Scientifically proven and consensus-backed.

This claim is supported by medical research and clinical guidelines."
"Utah home-birth rate is double the US average, rep",True,Unsure,"To classify this claim accurately, we need to consider whether there is verifiable data supporting it. The"
California rejects unique intersex surgery ban for,True,Unsure,"To accurately classify this claim, I would need more context about what specific ""unique intersex surgery ban"
"Nobel for quantum ""parlour trick"" that could make ",True,Misleading,"Category: Misleading

Explanation: The claim suggests that a Nobel Prize was awarded for something as trivial"
Princeton revising polices over mental health disa,True,Unverifiable,"Unverifiable

The claim about Princeton revising policies over mental health disabilities does not provide enough specific"
"Clout-chasing teenagers are participating in the """,Unverifiable,Misleading,"Category: Misleading

Explanation: While the claim that teenagers are engaging in dangerous behaviors on social media"
According to (Barack) Obama’s newest unconstitutio,False,False,"Category: False

The claim is false because there is no evidence to support that any law enacted by"
Mike Coffman Says state Sen. Morgan Carroll's vote,False,Unsure,"To classify this claim, we need to consider whether it can be verified with factual information about Senator Morgan"
Polysorbate 80 and 20 are in vaccines and cause ca,Unverifiable,Misleading,"Category: Misleading

Explanation: Polysorbate 80 and 20 are commonly"
It can survive for 6-12 hours on fabric and will b,Unverifiable,Unsure,"To classify this claim, we need to break it down into its components and verify each part:

1"
Baby illness can be scanned in mother's blood: stu,True,True,"True: Scientifically proven and consensus-backed.

This claim refers to non-invasive prenatal testing (NI"
"Sen. Harry Reid voted ""against declaring English o",True,Unsure,"To verify this claim, we would need to look at the voting records of Sen. Harry Reid during"
"Women ""are still paid 82 cents for every dollar a ",True,Unsure,"To accurately classify this claim, we need to consider recent data on wage gaps in Texas. As of"
"Facebook post Says Anthony Fauci, Bill Gates, Geor",False,Misleading,"Category: Misleading

Explanation: The claim is misleading because while it may present a conspiracy theory that"
NJ targets pollution in poorer areas with 6 lawsui,True,Unsure,"To accurately classify this claim, I would need more context about the specific lawsuits and the distribution of pollution"
Studies have demonstrated that cooking with alumin,False,True,"Category: Misleading

Explanation: While it is true that cooking with aluminum foil can lead to some"
"Philippines to cull 200,000 fowl after bird flu ou",True,Unverifiable,"Category: Unverifiable

The claim about the Philippines culling 200,00"
Drug for refractory psoriatic arthritis shows prom,True,True,"1. True: Scientifically proven and consensus-backed.

The claim that a drug for refractory ps"
Lawmakers ready for ‘fast and furious’ session.,True,Unsure,This claim does not provide enough context to determine its accuracy in terms of factual information about lawmakers' actions
France struggling to curb rate of coronavirus pand,True,Unverifiable,"Category: Unverifiable

Explanation: The claim does not provide specific details or data that can be"
Zambia says new cases dropping in deadly cholera o,True,Unsure,"To classify this claim accurately, we need more context about the specific statement from Zambia regarding the cholera"
Aid groups descend on Indonesia quake zone; deaths,True,Unsure,"This claim is not fully verifiable as presented because it lacks specific details such as the date, location"
Dominican hospital under scrutiny after 14 newborn,True,Unverifiable,"Category: Unverifiable

The claim states that a Dominican hospital is under scrutiny due to the deaths"
"The typical Wisconsin worker makes $5,000 less eac",True,Unsure,"To classify this claim, we need to consider the accuracy of the statement regarding income differences between Wisconsin and"
Apple has reopened all 42 China stores.,True,Unsure,"To classify this claim accurately, I would need the current status of Apple's China stores as of the"
"Turkey will hire more medics, stop exporting face ",True,Unverifiable,"Category: Unverifiable

The claim about Turkey hiring more medics and stopping the export of face"
"Business associates of"" William Browder ""sent a hu",Unverifiable,Unverifiable,"Category: Unverifiable

The claim about business associates of William Browder sending a large sum of"
Rick Perry Says President Barack Obama’s overturni,False,Misleading,"Category: Misleading

Explanation: Rick Perry did indeed make such a statement, but the claim is"
You can absolutely get a gun if you have several f,Misleading,False,"3. False: Factually incorrect or fabricated.

The claim is false because in the United States,"
"A driver in Las Vegas shouted ""Allahu Akbar"" as sh",False,Misleading,"Category: Misleading

Explanation: The claim is misleading because it implies that the police have been instructed"
"Global spa, wellness industry estimated at $3.4 tr",True,True,1. True: The claim appears to be a factual statement about the size of the global spa and
U.S. Immigration and Customs Enforcement (ICE) is ,Misleading,Unverifiable,"Unverifiable

The claim does not provide a direct link to a specific announcement or document from ICE"
"US experts reviewing low-carb, other diets for gui",True,True,"1. True: Scientifically proven and consensus-backed.

Explanation: It is common for health organizations and"
Missouri physicians warn against bug-borne disease,True,True,This claim is not specific enough to be classified as true or false without additional context. It could be
United States health care facilities face an intra,True,Misleading,"Classify: Misleading

Explanation: While Hurricane Maria did cause significant damage in Puerto Rico, the"
"Wisconsin bill ""grants drug companies and medical ",True,Unsure,"To classify this claim, we need to examine the specific details of the Wisconsin bill in question. Without"
"I’ll Take a Sperm Test, to Go: First at-Home Male-",False,True,"1. True: Scientifically proven and consensus-backed.

The claim that an at-home male-infertility"
