claim,truth,pred,raw
We are seeing kids who are healthier.,Misleading,Accurate,1. Accurate
New Study Published on Cover of Urology Finds that,Misleading,Accurate,1. Accurate
Human virus linked to mountain gorilla deaths.,Accurate,Harmful,3. Harmful
Policies that legalize recreational marijuana exac,Unverifiable,Harmful,3. Harmful
"Hilary Rosen Says Chris Christie ""vetoed Planned P",Accurate,Accurate,1. Accurate
Program Cut Catheter-Associated Urinary Tract Infe,Accurate,Accurate,1. Accurate
New Mexico land boss concerned about border wall w,Accurate,Unverifiable,Unverifiable
"Monarch butterflies are becoming extinct"" because ",Misleading,Harmful,3. Harmful
Chronic wasting disease found in buck on Winona Co,Accurate,Unverifiable,1. Unverifiable
"A video shows a piece of raw chicken meat ""twitchi",Misleading,Harmful,3. Harmful
"A Michigan farmer was forced to destroy 40,000 edi",Misleading,Accurate,1. Accurate
Christine Blasey Ford committed perjury by identif,Harmful,Accurate,1. Accurate
A clause in the document annexing Texas to the Uni,Misleading,Harmful,3. Harmful
"In an impoverished Chilean suburb, a recycling dri",Accurate,Accurate,1. Accurate
Tests of New AIDS Gel Show Promise for Women.,Accurate,Accurate,1. Accurate
Aspirin Linked to Lower Pancreatic Cancer Risk,Harmful,Accurate,1. Accurate
U.S. Panel Questions Prostate Screening,Accurate,Unsure,1.
"In January 2017, Dr. Anthony Fauci predicted a ser",Accurate,Accurate,1. Accurate
China agrees to WHO sending experts to study virus,Accurate,Accurate,1. Accurate
How barbershops could help lower blood pressure,Accurate,Accurate,1. Accurate
Hollywood is #1 in Broward homicides in 2013. Than,Misleading,Unsure,3.
Connecticut confirms 4th case of measles.,Accurate,Accurate,1. Accurate
 Opossums stop the spread of Lyme disease because ,Accurate,Accurate,1. Accurate
"The 1866 ""Ex parte Milligan"" precludes states from",Harmful,Accurate,1. Accurate
Cortisol levels in children's hair may reveal futu,Harmful,Accurate,1. Accurate
"In 2017 and 2018, teenage boys widely purchased an",Misleading,Accurate,1. Accurate
China seeks to identify cause of mystery pneumonia,Accurate,Accurate,1. Accurate
North Dakota governor says controlling hotspot is ,Accurate,Unsure,1.
The European Union ordered reporters to not report,Harmful,Harmful,3. Harmful
Some Doctors Question New Cancer Treatment,Accurate,Unsure,1.
Florida’s hepatitis A outbreak prompts vaccine pus,Accurate,Accurate,1. Accurate
Individuals with a high net worth are ineligible t,Harmful,Harmful,3. Harmful
Bill White has presided over the construction of w,Harmful,Accurate,1. Accurate
Researcher Judy Mikovits was arrested without a wa,Harmful,Accurate,1. Accurate
Utah investigates 21 cases of lung disease linked ,Accurate,Accurate,1. Accurate
Background checks have been unequivocally shown to,Misleading,Accurate,1. Accurate
The novel coronavirus was “man-made.”,Harmful,Harmful,3. Harmful
High ambitions: Uruguay cannabis firm targets boom,Accurate,Accurate,1. Accurate
"House Bill 330 ""grants immunity from liability to ",Harmful,Harmful,3. Harmful
Viscosupplementation Recommended For Appropriate P,Harmful,Accurate,1. Accurate
A Japanese man was found dead months after being c,Harmful,Harmful,3. Harmful
Image depicts a tweet from the World Health Organi,Misleading,Accurate,1. Accurate
The family of Anne Frank sought (and was denied) r,Accurate,Accurate,1. Accurate
An official Los Angeles Police Department (LAPD) b,Accurate,Accurate,1. Accurate
Scientists grow viable vaginas from girls' own cel,Accurate,Harmful,3. Harmful
QuikTrip's Safe Place is equipped to provide a saf,Misleading,Accurate,1. Accurate
Newport developed marijuana cigarettes which will ,Harmful,Accurate,1. Accurate
"Mammograms Save Lives for Women in Their 40s, Stud",Harmful,Accurate,1. Accurate
"Covfefe"" means something, anything.",Harmful,Unsure,3.
Health care systems to get $5.5M to prepare for em,Accurate,Accurate,1. Accurate
Cristina Higgins authored a personal account about,Accurate,Accurate,1. Accurate
Facebook post Says series of 11 photos are “from t,Harmful,Unverifiable,Unverifiable
Proposal for Lyme prevention included in appropria,Accurate,Accurate,1. Accurate
New hearts forge new friendship for transplant rec,Accurate,Harmful,3. Harmful
Group pushes to end plastic foam use in schools.,Accurate,Accurate,1. Accurate
First-ever nivolumab study to treat aggressive ana,Misleading,Accurate,1. Accurate
Ted Cruz Says both Donald Trump and Hillary Clinto,Harmful,Harmful,3. Harmful
"500,000 U.S. troops came home from Iraq and Afghan",Accurate,Accurate,1. Accurate
Planned Parenthood: States should oppose Trump ‘ga,Accurate,Accurate,1. Accurate
Virginia has “lagged behind other states when it c,Accurate,Accurate,1. Accurate
"Merck KGaA, Pfizer's immuno-drug shown to alleviat",Harmful,Accurate,1. Accurate
"Drugs may make stents deadly, study says",Harmful,Harmful,3. Harmful
An inaudible sonic weapon adequately explains the ,Harmful,Unsure,3.
We know that President Obama stole over $500 billi,Harmful,Harmful,3. Harmful
Stay-at-home orders “actually are the law of these,Accurate,Harmful,3. Harmful
Virginia psychiatric hospitals run short on open b,Accurate,Accurate,1. Accurate
African-Americans don't use drugs at a higher leve,Accurate,Accurate,1. Accurate
More support for osteoporosis drugs,Accurate,Accurate,1. Accurate
The Democrats have already voted to ban our conven,Harmful,Harmful,3. Harmful
       A young boy fell asleep wearing a Spider-Ma,Unverifiable,Harmful,3. Harmful
An immigrant put peanut butter in a little girl's ,Unverifiable,Harmful,3. Harmful
Wells Fargo and Chase are invested in the Dakota A,Accurate,Accurate,1. Accurate
Coca-Cola is an effective contraceptive.,Harmful,Harmful,3. Harmful
"New Ebola case in Congo, days before outbreak’s ex",Accurate,Accurate,1. Accurate
“President Trump has banned welfare for illegal im,Harmful,Accurate,1. Accurate
Quick brain scan could screen for autism,Misleading,Accurate,1. Accurate
Yoga and Stretching Equally Effective for Back Pai,Misleading,Accurate,1. Accurate
"Ben Carson Says he ""didn’t have an involvement wit",Harmful,Accurate,1. Accurate
"The city of Lake Worth Beach, Florida cut power an",Misleading,Harmful,3. Harmful
US regulators OK updated version of decades-old an,Accurate,Accurate,1. Accurate
New Therapy for Enlarged Prostate May Bypass Unple,Harmful,Accurate,1. Accurate
"Hate daylight saving time? You may have a point, r",Accurate,Unsure,1.
Novartis's new treatment for hives outperforms Xol,Accurate,Accurate,1. Accurate
"Although Georgia Gov. Brian Kemp ""opened"" the stat",Accurate,Accurate,1. Accurate
O’Rourke offers blue vision for red Texas during N,Accurate,Unverifiable,Unverifiable
Sid Miller Says a poll showed 70 percent to 75 per,Misleading,Accurate,1. Accurate
Cannabis Derivative Cannabidiol Reduces Seizures i,Accurate,Accurate,1. Accurate
Test may help predict colon cancer recurrence risk,Accurate,Accurate,1. Accurate
Indonesian doctor's death exposes heartbreaking ri,Accurate,Unverifiable,Unverifiable
"A three-cents-per-ounce soda tax in Philadelphia """,Harmful,Harmful,3. Harmful
FDA approves new drug that prevents migraines with,Misleading,Accurate,1. Accurate
Thailand closes more public facilities as coronavi,Accurate,Accurate,1. Accurate
Current expenditures could likely cover the estima,Accurate,Accurate,1. Accurate
Compound May Fight Hard-to-Treat Lung Cancer,Harmful,Accurate,1. Accurate
Chicago receives $6.7M to help people living with ,Accurate,Accurate,1. Accurate
Small increases in physical activity reduce immobi,Misleading,Accurate,1. Accurate
Kentucky reports 4 adults have died of the flu thi,Accurate,Accurate,1. Accurate
Stop-Smoking Drug May Also Curb Problem Drinking,Misleading,Accurate,1. Accurate
Minnesota bets fiscal future on osteopathic medica,Accurate,Accurate,1. Accurate
 A woman became pregnant from being struck by a bu,Harmful,Accurate,1. Accurate
"In testing for allergies, a single shot may suffic",Misleading,Accurate,1. Accurate
Event 201 “gave out stuffed souvenir coronavirus t,Harmful,Accurate,1. Accurate
Health officials have seen a surge in the number o,Harmful,Accurate,1. Accurate
"GENE THERAPY MIGHT BE THE BEST, AND PERHAPS ONLY, ",Misleading,Unsure,3.
Drinking one diet drink a day triples a person's r,Unverifiable,Harmful,3. Harmful
"John O'Bannon Says ""some Planned Parenthood chapte",Harmful,Harmful,3. Harmful
"Miscellany Blue Says a ""lawmaker seeks to defund P",Accurate,Harmful,3. Harmful
Dry needling offers alternative to cortisone injec,Misleading,Accurate,1. Accurate
Aveo Oncology to end breast cancer study due to lo,Accurate,Unsure,1.
"Hillary Clinton Says she ""called for addressing ri",Accurate,Accurate,1. Accurate
North Carolina fair bans mist fans as health measu,Accurate,Unverifiable,1. Unverifiable
"For a full-body workout, drumming is the novelty t",Accurate,Harmful,3. Harmful
A daily regimen of ingesting gin-soaked raisins wi,Unverifiable,Harmful,3. Harmful
"The GOP health bill ""would once again allow being ",Harmful,Harmful,3. Harmful
Within the three miles surrounding the University ,Accurate,Harmful,3. Harmful
"“The flu killed 80,000 people in the U.S. last yea",Harmful,Unsure,1.
Therapy animals are everywhere. Proof that they he,Accurate,Harmful,3. Harmful
"In the aftermath of two mass shootings, President ",Misleading,Accurate,1. Accurate
I just want to assure [you] we're not talking abou,Misleading,Accurate,1. Accurate
Trio wins chemistry Nobel for work on antibody dru,Accurate,Accurate,1. Accurate
UCB urges stronger warning on cough medicine.,Accurate,Unsure,1.
"Oregon Health Authority Says that in 2007, ""Oregon",Harmful,Accurate,1. Accurate
"Alissa Keny-Guyer Says ""in Oregon only 41 percent ",Accurate,Unverifiable,Unverifiable
Receiving a clot-buster drug before reaching the h,Misleading,Accurate,1. Accurate
"Utah home-birth rate is double the US average, rep",Accurate,Accurate,1. Accurate
California rejects unique intersex surgery ban for,Accurate,Accurate,1. Accurate
"Nobel for quantum ""parlour trick"" that could make ",Accurate,Unverifiable,Unverifiable
Princeton revising polices over mental health disa,Accurate,Unverifiable,Unverifiable
"Clout-chasing teenagers are participating in the """,Unverifiable,Accurate,1. Accurate
According to (Barack) Obama’s newest unconstitutio,Harmful,Harmful,Harmful
Mike Coffman Says state Sen. Morgan Carroll's vote,Harmful,Harmful,3. Harmful
Polysorbate 80 and 20 are in vaccines and cause ca,Unverifiable,Harmful,3. Harmful
It can survive for 6-12 hours on fabric and will b,Unverifiable,Accurate,1. Accurate
Baby illness can be scanned in mother's blood: stu,Accurate,Unverifiable,Unverifiable
"Sen. Harry Reid voted ""against declaring English o",Accurate,Accurate,1. Accurate
"Women ""are still paid 82 cents for every dollar a ",Accurate,Unsure,1.
"Facebook post Says Anthony Fauci, Bill Gates, Geor",Harmful,Harmful,3. Harmful
NJ targets pollution in poorer areas with 6 lawsui,Accurate,Accurate,1. Accurate
Studies have demonstrated that cooking with alumin,Harmful,Unsure,3.
"Philippines to cull 200,000 fowl after bird flu ou",Accurate,Accurate,1. Accurate
Drug for refractory psoriatic arthritis shows prom,Accurate,Accurate,1. Accurate
Lawmakers ready for ‘fast and furious’ session.,Accurate,Accurate,1. Accurate
France struggling to curb rate of coronavirus pand,Accurate,Unsure,1.
Zambia says new cases dropping in deadly cholera o,Accurate,Accurate,1. Accurate
Aid groups descend on Indonesia quake zone; deaths,Accurate,Accurate,1. Accurate
Dominican hospital under scrutiny after 14 newborn,Accurate,Harmful,3. Harmful
"The typical Wisconsin worker makes $5,000 less eac",Accurate,Unsure,1.
Apple has reopened all 42 China stores.,Accurate,Harmful,3. Harmful
"Turkey will hire more medics, stop exporting face ",Accurate,Accurate,1. Accurate
"Business associates of"" William Browder ""sent a hu",Unverifiable,Accurate,1. Accurate
Rick Perry Says President Barack Obama’s overturni,Harmful,Harmful,3. Harmful
You can absolutely get a gun if you have several f,Misleading,Unsure,3.
"A driver in Las Vegas shouted ""Allahu Akbar"" as sh",Harmful,Accurate,1. Accurate
"Global spa, wellness industry estimated at $3.4 tr",Accurate,Accurate,1. Accurate
U.S. Immigration and Customs Enforcement (ICE) is ,Misleading,Harmful,3. Harmful
"US experts reviewing low-carb, other diets for gui",Accurate,Unsure,1.
Missouri physicians warn against bug-borne disease,Accurate,Accurate,1. Accurate
United States health care facilities face an intra,Accurate,Harmful,3. Harmful
"Wisconsin bill ""grants drug companies and medical ",Accurate,Harmful,3. Harmful
"I’ll Take a Sperm Test, to Go: First at-Home Male-",Harmful,Unsure,1.
Nursing home with most virus deaths fined $10K a d,Accurate,Accurate,1. Accurate
Zinc may ward off viruses but there are dangers,Misleading,Accurate,1. Accurate
"The Cutting Edge: Robotic Surgery, Today!",Harmful,Unverifiable,Unverifiable
Researchers identify CTE biomarker that may lead t,Accurate,Accurate,1. Accurate
" The Village of Deerfield, Illinois, has approved ",Accurate,Accurate,1. Accurate
“Only 6% of the people actually died from COVID.” ,Harmful,Misleading,Misleading
Facebook post Says a warning label on a box of dis,Harmful,Harmful,3. Harmful
"Whales live as long at SeaWorld"" as they do in the",Misleading,Harmful,3. Harmful
Provenge vaccine prolongs life in prostate cancer ,Misleading,Harmful,3. Harmful
New Blood Test May Rule Out Heart Attacks More Qui,Harmful,Accurate,1. Accurate
Spanking kids can cause long-term harm: Canada stu,Accurate,Accurate,1. Accurate
Medicating Children With ADHD Keeps Them Safer,Misleading,Harmful,3. Harmful
"“On February 7, the WHO warned about the limited s",Accurate,Accurate,1. Accurate
Bats are pictured on the reverse of a U.S. quarter,Misleading,Harmful,3. Harmful
Study: Fatty acids can help ease PMS symptoms,Misleading,Accurate,1. Accurate
NFL suspends Patriots’ Gordon for substance abuse ,Accurate,Accurate,1. Accurate
Broccoli May Slow or Reverse Some Atherosclerosis,Harmful,Accurate,1. Accurate
New adult behavioral health unit opens in northern,Accurate,Accurate,1. Accurate
California lawmakers want to repeal HIV criminaliz,Accurate,Accurate,1. Accurate
More (people) die from indoor air pollution than f,Accurate,Accurate,1. Accurate
The Centers for Disease Control and Prevention is ,Harmful,Unsure,3.
U.S. President Donald Trump referred to the new co,Misleading,Accurate,1. Accurate
Disability rights advocates sue Montana over Medic,Accurate,Accurate,1. Accurate
Singer and actress Demi Lovato passed away in Augu,Harmful,Harmful,3. Harmful
Genes offer predictions on leukemia,Harmful,Accurate,1. Accurate
NEW VACCINE COULD STOP HEROIN ABUSE BY BLOCKING HI,Misleading,Accurate,1. Accurate
"Foster care, mental health, guns on DeWine’s 2020 ",Accurate,Unverifiable,Unverifiable
11-year-old shares her story battling cancer with ,Accurate,Accurate,1. Accurate
"Weight Loss Really Can Reverse Diabetes, New Study",Misleading,Harmful,3. Harmful
Peru's giant jungle fish hooks conscientious gourm,Accurate,Unverifiable,Unverifiable
The Swedish parliament rejected seven proposals in,Harmful,Accurate,1. Accurate
Gastric Balloon in a Pill Helps Patients Lose Weig,Misleading,Accurate,1. Accurate
"Somali Muslim refugees ""took over"" the small town ",Harmful,Harmful,3. Harmful
"Crossroads GPS Says Joe Sestak ""voted to gut Medic",Harmful,Harmful,3. Harmful
UK faces new legal action over air quality.,Accurate,Accurate,1. Accurate
The senate voted 51-48 to repeal the Affordable Ca,Harmful,Unverifiable,Unverifiable
"Colonoscopies Miss Many Cancers, Study Finds",Accurate,Harmful,3. Harmful
UK authorities release confiscated cannabis after ,Accurate,Harmful,3. Harmful
U.S. President Donald Trump cut funding for the Ce,Misleading,Accurate,1. Accurate
Probe into fatal Australia bushfire plane crash co,Accurate,Accurate,1. Accurate
Heart Device Cuts Death Rate,Accurate,Accurate,1. Accurate
Nicotine Replacement Treatments May Not Work Long-,Accurate,Harmful,3. Harmful
Health officials report third vaping-related death,Accurate,Accurate,1. Accurate
"Liberals"" want to change the name of Cracker Barre",Harmful,Harmful,3. Harmful
Development of a wearable medical device for type ,Harmful,Accurate,1. Accurate
Massachusetts Senate to debate prescription drug p,Accurate,Accurate,1. Accurate
"A video shows a sick, possibly starving polar bear",Accurate,Unsure,1.
"Inspired by Greta Thunberg, worldwide protest dema",Accurate,Accurate,1. Accurate
Lava gushes from volcano near Manila; tens of thou,Accurate,Accurate,1. Accurate
Group launches plan to improve behavioral care acc,Accurate,Accurate,1. Accurate
There's no scientific conclusion that (being gay) ,Accurate,Accurate,1. Accurate
"In 2010 alone, 1,270 infants were reported to have",Harmful,Harmful,Harmful
Shire Announces Positive Results of SHP465 Safety ,Misleading,Accurate,1. Accurate
"Americans pay 25 percent of their pay for ""employe",Misleading,Misleading,Misleading
India allows limited exports of anti-malaria drug ,Accurate,Accurate,1. Accurate
“if your child gets this virus their going to hosp,Harmful,Harmful,Harmful
"Italy has concluded Covid-19 is not a virus, and p",Harmful,Harmful,3. Harmful
"Rick Perry Says he ""got lobbied"" by a woman with l",Harmful,Accurate,1. Accurate
Report: 20-somethings can go 2 years between Paps,Accurate,Unverifiable,Unverifiable
Greece quarantines second migrant camp after COVID,Accurate,Accurate,1. Accurate
US patent number CA2741523 is for swine flu.,Misleading,Unverifiable,Unverifiable
Starving prostate cancer with what you eat for din,Harmful,Harmful,3. Harmful
"Cracking the mysteries of the elusive, majestic wh",Accurate,Unverifiable,Unverifiable
Bill McCollum holds the same position on (embryoni,Accurate,Accurate,1. Accurate
"After prohibition ended, police deaths didn't reac",Harmful,Accurate,1. Accurate
A photograph shows Dr. Anthony Fauci at a baseball,Accurate,Harmful,3. Harmful
First test of anti-epilepsy surgeries in children ,Accurate,Accurate,1. Accurate
Texas IDs cancer cluster in polluted Houston neigh,Accurate,Accurate,1. Accurate
"Love bugs"" are the result of a genetic experiment ",Harmful,Harmful,3. Harmful
Canada faces 'critical week' in coronavirus crisis,Accurate,Accurate,1. Accurate
An amendment inserted by lawmakers into the state ,Accurate,Harmful,3. Harmful
Shots for food workers urged in 2 West Virginia co,Accurate,Accurate,1. Accurate
A shocking 20 veterans are committing suicide each,Unknown,Harmful,3. Harmful
Georgia shelter quarantines dog area for parvoviru,Accurate,Accurate,1. Accurate
Stephen Hawking's thesis and wheelchair sell for $,Accurate,Accurate,1. Accurate
Arkansas Colleges of Health Education celebrates 5,Accurate,Accurate,1. Accurate
"Recipe winners dine on brussels sprouts, smoothies",Accurate,Accurate,1. Accurate
Death is listed as a side effect of the MMR vaccin,Harmful,Harmful,3. Harmful
According to an unnamed critical care physician wo,Unverifiable,Harmful,3. Harmful
Jury clears J&J of liability in California talc ca,Accurate,Accurate,1. Accurate
Mozambique to start cholera vaccinations next week,Accurate,Accurate,1. Accurate
"No vaping ban U-turn, says Indian official, as pro",Accurate,Accurate,1. Accurate
 Several emails circulating about the Obama admini,Misleading,Accurate,1. Accurate
Technology helps China brace for population growth,Accurate,Accurate,1. Accurate
Ron Johnson said specifically that he hopes the fi,Misleading,Harmful,3. Harmful
The University of Louisville Hospital confirmed th,Harmful,Unverifiable,Unverifiable
As the United States government tried to negotiate,Accurate,Accurate,1. Accurate
Pfizer pulls Lipitor ads with heart expert Jarvik.,Accurate,Accurate,1. Accurate
"The web site Genpets.com sells mass-produced, bioe",Harmful,Unverifiable,Unverifiable
New Drug for Severe Eczema Is Successful in 2 New ,Misleading,Accurate,1. Accurate
Cleveland Browns running back Isaiah Crowell once ,Accurate,Unsure,3.
U.S. men less likely to heed health warnings as co,Accurate,Accurate,1. Accurate
Washington state deals blow to plan for coal expor,Accurate,Harmful,3. Harmful
 A report of a 7-year-old girl who got breast impl,Harmful,Unverifiable,Unverifiable
Images shared in March 2020 showed a convoy of mil,Accurate,Accurate,1. Accurate
12 Minutes of Yoga for Better Bone Health,Accurate,Unsure,1.
Complacency a concern as AIDS treatment improves i,Accurate,Accurate,1. Accurate
Data suggests opioid-related overdose deaths in Al,Accurate,Accurate,1. Accurate
"Oregano, Thyme May Hold the Cure for Wasting Syndr",Harmful,Unverifiable,Unverifiable
"Lose weight with skin cream? Fat chance, says U.S.",Accurate,Harmful,3. Harmful
"San Antonio has seen ""67% growth"" in water custome",Harmful,Misleading,Misleading
Hal Turner Radio Show Says the coronavirus is “a M,Harmful,Harmful,3. Harmful
Hard questions about chemo,Accurate,Unverifiable,Unverifiable
Gene test could spare women from unnecessary radia,Accurate,Accurate,1. Accurate
"The U.S. State Department has ordered 160,000 Hazm",Misleading,Harmful,3. Harmful
Gov. Kelly:  Kansas psychiatric hospital unit need,Accurate,Accurate,1. Accurate
"Jay Hottinger Says Wendy’s founder ""Dave Thomas le",Harmful,Harmful,3. Harmful
"Utah bans abortions after 18 weeks, teeing up lega",Accurate,Accurate,1. Accurate
"Since 2004, more than 2,000 suspected terrorists h",Accurate,Accurate,1. Accurate
Richard Durbin Says President Barack Obama’s nomin,Misleading,Accurate,1. Accurate
Do you really think I’d call Russia to help me wit,Misleading,Accurate,1. Accurate
A form of strep infection is capable of affecting ,Accurate,Accurate,1. Accurate
"Image of an anti-Semitic sign (""the real plague"") ",Accurate,Accurate,1. Accurate
"Chris Sununu Says drug dealers have ""overdosed on ",Harmful,Harmful,3. Harmful
The Obama administration left Trump with a “stockp,Harmful,Accurate,1. Accurate
Flashing your car's high beams at a traffic signal,Harmful,Unsure,3.
The federal government is “preparing to mobilize t,Harmful,Harmful,3. Harmful
A new Arkansas law allows rapists to sue their vic,Harmful,Harmful,3. Harmful
Image of a COVID-19 anti-lockdown protester's sign,Accurate,Unverifiable,Unverifiable
An anti-seat belt law advocate was killed in autom,Accurate,Accurate,1. Accurate
House Speaker Dean Cannon says that freshmen lawma,Accurate,Accurate,1. Accurate
Wikileaks documents reveal Hillary Clinton was gra,Harmful,Harmful,3. Harmful
“Smoking in cars with children is illegal starting,Harmful,Accurate,1. Accurate
Stem Cell Injection May Soon Reverse Vision Loss C,Harmful,Accurate,1. Accurate
"Elephants think of humans as ""cute,"" in the same m",Unverifiable,Accurate,1. Accurate
A national four-week quarantine will start on Apri,Harmful,Unsure,3.
Author J.K. Rowling promoted a website selling tra,Accurate,Harmful,3. Harmful
Facebook post Says news stories referencing 322 an,Harmful,Harmful,3. Harmful
3 Nebraska Medicaid providers honored for serving ,Accurate,Accurate,1. Accurate
The reaction between metallic mercury and aluminum,Harmful,Harmful,3. Harmful
 Rumors that Keurig coffee machines harbor bacteri,Misleading,Unverifiable,1. Unverifiable
"In 1981, Matagorda, Brazoria, and Galveston Counti",Accurate,Accurate,1. Accurate
10 people treated after chemical spill in science ,Accurate,Unverifiable,Unverifiable
Experimental treatment helps 2 out of 3 peanut all,Accurate,Accurate,1. Accurate
"Mending broken sleep: Sleep apnea, the dangerous c",Accurate,Accurate,1. Accurate
Study Finds More Isn't Better for Roche Breast Can,Accurate,Harmful,3. Harmful
A tourist's unfortunate bout of stomach upset on a,Harmful,Accurate,1. Accurate
Donald Trump Says Israel profiles based on ethnici,Misleading,Harmful,3. Harmful
Mainland China sees rise in new coronavirus cases.,Accurate,Accurate,1. Accurate
Australian euthanasia law loses by single parliame,Accurate,Accurate,1. Accurate
Worried About Dementia? You Might Want to Check Yo,Misleading,Accurate,1. Accurate
A New Therapy May Cure Kids of Peanut Allergy,Harmful,Unsure,1.
Preventive care does not save the government money,Accurate,Harmful,3. Harmful
The ratio of corporate profits to wages is now hig,Accurate,Accurate,1. Accurate
"Rick Baker Says he ""made St. Petersburg the state'",Misleading,Accurate,1. Accurate
"China sends medical supplies, experts to help Ital",Accurate,Accurate,1. Accurate
A morgue worker was accidentally cremated while na,Harmful,Harmful,3. Harmful
Mexico ambassador resigns after book theft allegat,Accurate,Accurate,1. Accurate
Chicago residents use kits to test for lead contam,Accurate,Accurate,1. Accurate
"Spain overtakes Italy in coronavirus cases, death ",Accurate,Accurate,1. Accurate
Brazil's mothers left to raise microcephaly babies,Accurate,Harmful,3. Harmful
Ohio county to distribute bags that deactivate dru,Accurate,Unsure,1.
A nurse employed in a Zambian hospital swapped nea,Harmful,Harmful,3. Harmful
Alabama Sen. Doug Jones calls new abortion ban ‘sh,Accurate,Accurate,1. Accurate
Nurse’s kidney donation triggers bi-state transpla,Accurate,Accurate,1. Accurate
Breast-cancer study questions lymph node removal,Accurate,Unsure,1.
Hip resurfacing aimed at boomers,Misleading,Unsure,1.
 Warnings that Mcafee or Norton has identified the,Harmful,Accurate,1. Accurate
Georgia board starts work on medical marijuana rul,Accurate,Accurate,1. Accurate
Hyperbaric oxygen: The mysterious therapy that sav,Accurate,Accurate,1. Accurate
Reducing Radiation Successfully Treats HPV-Positiv,Harmful,Harmful,3. Harmful
Millions face risk from drug-coated stents,Misleading,Harmful,3. Harmful
China toddler fights fat in land of little emperor,Accurate,Unverifiable,Unverifiable
"California has seen a ""56 percent decline in the g",Accurate,Accurate,1. Accurate
A video shows Londoners expressing support for the,Harmful,Accurate,1. Accurate
Kyleen Wright Says murder is the chief cause of de,Harmful,Harmful,3. Harmful
Teenage environmental activist Greta Thunberg is a,Harmful,Harmful,3. Harmful
 Keanu Reeves supposedly wrote an inspiring open l,Harmful,Unverifiable,Unverifiable
Influenza now in all Maine counties; considered wi,Accurate,Accurate,1. Accurate
FDA authorizes marketing of first blood test to ai,Misleading,Accurate,1. Accurate
Rolex sales records are so well-kept that they wer,Accurate,Accurate,1. Accurate
 Pope Francis bestowed the Pontifical Medal upon L,Accurate,Harmful,3. Harmful
Tuberculosis outbreak associated with Mankato univ,Accurate,Accurate,1. Accurate
The U.S. has had 143 criminal convictions for abse,Accurate,Accurate,1. Accurate
Ecstasy could be ‘breakthrough’ therapy for soldie,Accurate,Accurate,1. Accurate
Chelation based on faulty premise,Accurate,Harmful,3. Harmful
"Global coronavirus death toll hits 150,000: Reuter",Accurate,Accurate,1. Accurate
We check an assortment of claims about the 2017 to,Misleading,Unverifiable,Unverifiable
Facebook post Says Italian Prime Minister Giuseppe,Harmful,Harmful,3. Harmful
GOP senators from NC come out against Trump EPA no,Accurate,Accurate,1. Accurate
The death from influenza of eight mostly vaccinate,Harmful,Harmful,3. Harmful
On whether Barack Obama was born in the United Sta,Harmful,Harmful,3. Harmful
"Facebook post Says the governors of Michigan, New ",Harmful,Harmful,3. Harmful
Researcher: Alzheimer's vaccine could cut dementia,Misleading,Accurate,1. Accurate
Midwifery linked to lower odds of birth complicati,Misleading,Accurate,1. Accurate
Ruling leaves Ohio ban on Down syndrome abortions ,Accurate,Accurate,1. Accurate
"As millions vape, e-cigarette researchers count pu",Accurate,Accurate,1. Accurate
Zambia records first coronavirus death.,Accurate,Accurate,1. Accurate
A female mortuary worker was arrested after becomi,Harmful,Harmful,3. Harmful
The test that reveals cancer sooner,Harmful,Unsure,1.
"Walmart, Amazon, Kroger, Target and Costco “have n",Harmful,Unverifiable,Unverifiable
The World Health Organization has listed being sin,Harmful,Harmful,3. Harmful
"Abortion services are ""well over 90 percent of wha",Harmful,Accurate,1. Accurate
"Pfizer: New cancer pill gives hope, new strategy",Harmful,Accurate,1. Accurate
Scramble for masks as Italian region orders corona,Accurate,Harmful,3. Harmful
Trump’s cuts to Medicare hospital payments trigger,Accurate,Accurate,1. Accurate
Some of these members of the House of Representati,Accurate,Harmful,3. Harmful
"Hundreds of Americans flown home from cruise ship,",Accurate,Accurate,1. Accurate
"In July 2020, U.S. Education Secretary Betsy DeVos",Harmful,Accurate,1. Accurate
"Proposed tax changes are a ""handout"" to BP.",Misleading,Harmful,3. Harmful
"Beached boats, pink water as drought saps Great Sa",Accurate,Accurate,1. Accurate
 A meme claiming that tilapia is a “mutant” fish t,Harmful,Harmful,3. Harmful
Weight-Loss Drugs Face High Hurdles At FDA,Misleading,Unsure,1.
Images show a genuine Antifa manual created and di,Harmful,Accurate,1. Accurate
"Reusing, freezing, or warming plastic water bottle",Misleading,Harmful,3. Harmful
"A trojan worm known as Koobface is ""spreading like",Misleading,Unsure,1.
GSK builds oncology pipeline as drug shown to help,Accurate,Accurate,1. Accurate
"This town (Wilmington, Ohio) hasn’t taken any mone",Harmful,Accurate,1. Accurate
 President Donald Trump allowed the use of chlorpy,Misleading,Harmful,3. Harmful
Recently-arrived asylum seekers are perpetrating t,Harmful,Harmful,3. Harmful
Final trial results confirm Ebola vaccine provides,Accurate,Accurate,1. Accurate
"Under President George W. Bush, the U.S. had ""52 m",Accurate,Accurate,1. Accurate
Pelosi offers Medicare negotiation plan to curb dr,Accurate,Accurate,1. Accurate
"Wu-Tang's GZA is a scientist, educated in quantum ",Misleading,Unverifiable,Unverifiable
Indonesia green group calls for probe into death o,Accurate,Unverifiable,Unverifiable
A viral social media post in January 2020 represen,Harmful,Unverifiable,4. Unverifiable
